id_achat,id_client,date_achat,montant,produit
3178,206,2025-01-31 15:31:22,486.3,Mouse
3179,206,2025-09-30 12:34:03,415.46,Keyboard
3180,207,2025-09-27 13:17:42,96.82,Laptop
3181,207,2025-11-12 12:43:36,71.13,Keyboard
3182,207,2025-07-03 02:50:19,468.76,Webcam
3183,207,2025-02-20 00:31:00,14.59,Laptop
3184,207,2025-06-12 14:47:07,381.63,Keyboard
3185,207,2025-07-20 00:26:22,103.84,Charger
3186,207,2025-11-17 17:50:26,316.37,Headphones
3187,207,2026-01-08 18:54:06,124.79,Webcam
3188,207,2025-03-18 18:45:30,483.98,Laptop
3189,207,2025-07-12 22:17:46,147.57,Charger
3190,207,2025-09-20 12:36:21,112.45,Headphones
3191,207,2025-06-17 19:34:07,492.29,Mouse
3192,207,2025-08-24 02:19:42,64.36,Monitor
3193,208,2025-03-22 10:02:03,255.16,Tablet
3194,208,2025-09-08 01:55:35,280.37,Charger
3195,208,2025-07-11 22:34:03,339.37,Charger
3196,208,2025-11-11 00:15:49,286.92,Phone
3197,208,2025-05-22 10:23:33,298.2,Phone
3198,208,2025-03-03 07:08:39,72.44,Charger
3199,208,2026-01-19 07:27:29,429.18,Speaker
3200,208,2025-05-06 16:34:45,367.16,Monitor
3201,208,2025-07-16 12:35:18,104.01,Laptop
3202,208,2025-05-07 14:55:29,496.06,Speaker
3203,208,2025-04-07 06:20:20,311.08,Speaker
3204,208,2025-10-21 18:03:07,442.72,Laptop
3205,208,2025-09-13 00:16:30,469.57,Laptop
3206,208,2025-07-15 12:15:49,428.39,Keyboard
3207,208,2025-05-11 01:04:15,221.95,Mouse
3208,208,2025-03-24 17:14:15,144.28,Speaker
3209,208,2025-09-05 05:16:56,238.63,Keyboard
3210,208,2025-03-11 08:55:43,263.46,Laptop
3211,208,2025-05-25 19:38:17,443.06,Headphones
3212,209,2025-01-27 00:55:58,146.19,Mouse
3213,209,2025-03-09 13:51:37,270.88,Keyboard
3214,210,2025-02-09 19:30:42,202.01,Keyboard
3215,211,2025-12-23 10:47:27,441.25,Laptop
3216,211,2025-05-27 06:26:40,495.23,Headphones
3217,211,2025-08-23 01:15:46,489.27,Mouse
3218,212,2025-07-24 17:47:52,459.33,Headphones
3219,212,2025-06-12 16:33:34,90.6,Monitor
3220,212,2025-03-16 12:07:18,40.79,Phone
3221,213,2025-05-22 21:24:25,245.18,Laptop
3222,214,2025-12-09 11:52:04,400.64,Keyboard
3223,214,2025-10-27 06:26:52,421.85,Headphones
3224,214,2025-06-15 02:24:48,62.84,Headphones
3225,214,2025-08-22 02:26:45,479.81,Laptop
3226,214,2025-01-30 08:14:34,412.6,Speaker
3227,214,2025-09-21 16:34:20,399.11,Phone
3228,214,2025-07-08 02:28:56,390.12,Charger
3229,214,2025-09-28 11:06:21,224.88,Phone
3230,214,2025-05-26 05:42:33,316.42,Charger
3231,214,2025-06-23 01:34:04,71.16,Laptop
3232,214,2025-03-30 13:57:18,459.19,Mouse
3233,214,2025-05-27 07:07:10,163.51,Phone
3234,214,2025-09-15 13:13:42,393.5,Laptop
3235,214,2025-12-11 03:39:27,460.37,Webcam
3236,214,2025-11-11 19:33:24,36.85,Charger
3237,214,2025-02-02 20:46:10,316.83,Phone
3238,214,2025-09-27 09:52:18,59.9,Laptop
3239,214,2025-05-10 07:47:30,284.04,Monitor
3240,214,2025-05-26 06:55:13,426.47,Mouse
3241,215,2025-08-28 02:49:15,312.48,Mouse
3242,215,2025-11-10 05:54:00,124.22,Charger
3243,215,2025-08-29 05:58:10,395.86,Charger
3244,215,2025-02-04 17:57:04,15.2,Mouse
3245,216,2025-12-29 11:27:56,399.63,Charger
3246,216,2025-08-07 04:21:25,313.42,Keyboard
3247,216,2025-02-11 03:32:05,328.95,Laptop
3248,216,2025-10-28 03:39:22,232.5,Keyboard
3249,216,2025-10-26 00:19:57,298.03,Phone
3250,216,2025-10-24 14:43:16,60.32,Charger
3251,216,2025-03-12 15:58:36,359.52,Charger
3252,216,2025-08-01 08:15:03,396.81,Headphones
3253,216,2025-02-14 06:16:28,453.14,Tablet
3254,216,2026-01-15 10:40:40,322.31,Monitor
3255,216,2025-02-15 19:42:48,184.14,Webcam
3256,216,2025-03-15 18:57:30,365.07,Webcam
3257,216,2025-03-20 07:37:24,101.1,Tablet
3258,216,2025-03-01 03:57:30,400.54,Laptop
3259,216,2025-08-11 11:33:27,72.56,Charger
3260,217,2025-03-24 21:43:03,261.43,Keyboard
3261,217,2025-10-24 16:29:20,162.48,Speaker
3262,217,2025-04-21 17:22:29,389.99,Tablet
3263,217,2025-02-25 03:04:52,240.07,Charger
3264,217,2025-11-09 12:49:35,178.02,Keyboard
3265,217,2025-06-09 09:17:11,485.43,Speaker
3266,217,2025-06-08 03:07:33,297.36,Tablet
3267,217,2025-05-31 18:45:03,38.09,Speaker
3268,217,2025-02-20 23:20:36,411.4,Speaker
3269,217,2025-06-29 16:59:22,430.76,Mouse
3270,217,2025-06-02 21:13:22,178.47,Headphones
3271,217,2025-11-08 01:19:30,323.87,Headphones
3272,217,2025-02-16 11:23:22,394.78,Keyboard
3273,217,2025-07-30 16:54:33,102.78,Webcam
3274,218,2025-06-25 00:22:41,349.0,Webcam
3275,218,2025-08-20 03:41:44,303.88,Keyboard
3276,218,2025-02-13 14:10:25,427.48,Charger
3277,218,2025-08-12 05:15:19,481.9,Charger
3278,218,2025-07-01 03:34:47,156.82,Keyboard
3279,218,2025-09-26 17:04:24,89.52,Webcam
3280,218,2025-11-23 03:41:39,439.29,Laptop
3281,218,2025-06-23 05:47:07,253.01,Laptop
3282,218,2025-10-17 04:54:21,323.0,Headphones
3283,218,2025-03-21 15:26:42,238.6,Headphones
3284,218,2025-08-21 07:31:42,127.12,Keyboard
3285,218,2025-12-06 00:22:10,405.56,Mouse
3286,218,2025-02-24 04:50:41,110.61,Tablet
3287,218,2025-12-02 17:18:48,414.78,Laptop
3288,218,2025-04-10 22:38:31,187.78,Phone
3289,218,2025-07-13 15:11:42,185.36,Speaker
3290,218,2025-03-23 05:26:25,66.44,Monitor
3291,218,2025-03-06 05:05:21,225.8,Charger
3292,218,2025-11-12 16:21:57,457.23,Keyboard
3293,218,2026-01-09 09:58:49,31.51,Laptop
3294,218,2025-12-23 19:26:04,107.57,Monitor
3295,218,2025-05-01 17:17:57,95.33,Monitor
3296,218,2025-04-18 18:22:30,362.23,Keyboard
3297,219,2025-04-23 09:00:15,281.71,Tablet
3298,219,2025-02-11 09:38:23,106.03,Tablet
3299,219,2025-09-27 20:28:29,423.01,Phone
3300,219,2025-10-12 21:46:32,20.29,Tablet
3301,219,2025-08-25 00:53:11,195.67,Phone
3302,219,2025-01-29 20:41:04,175.81,Headphones
3303,219,2025-02-09 20:04:02,159.49,Headphones
3304,219,2025-09-27 03:10:32,191.12,Keyboard
3305,219,2025-12-13 19:13:23,333.85,Speaker
3306,219,2025-10-18 06:04:57,488.78,Charger
3307,219,2025-04-18 00:53:13,442.02,Phone
3308,219,2025-07-25 08:38:01,68.06,Tablet
3309,219,2025-02-05 22:02:16,399.5,Headphones
3310,219,2025-02-05 19:59:49,270.95,Keyboard
3311,219,2025-04-15 12:07:32,165.8,Mouse
3312,219,2025-11-11 00:52:49,488.72,Headphones
3313,219,2025-04-20 19:29:25,461.3,Charger
3314,219,2025-03-20 17:30:39,297.79,Speaker
3315,219,2025-12-24 12:22:49,154.15,Tablet
3316,219,2025-03-14 22:05:45,170.56,Laptop
3317,219,2025-08-02 20:40:09,318.43,Monitor
3318,219,2025-05-24 12:27:47,437.7,Speaker
3319,219,2025-05-25 21:00:14,484.51,Webcam
3320,219,2025-06-19 22:53:12,112.53,Phone
3321,219,2025-11-10 00:58:33,394.49,Charger
3322,219,2025-09-23 19:16:44,41.79,Speaker
3323,219,2025-10-07 18:11:36,200.18,Speaker
3324,219,2025-06-23 04:05:40,193.39,Speaker
3325,220,2025-01-27 22:21:57,97.71,Keyboard
3326,220,2025-08-06 14:44:08,267.48,Webcam
3327,220,2025-11-13 18:12:30,360.67,Webcam
3328,220,2025-05-12 22:31:27,242.14,Charger
3329,220,2025-07-30 14:46:48,206.46,Charger
3330,220,2025-01-29 14:02:51,328.37,Headphones
3331,220,2025-10-07 12:24:21,117.57,Headphones
3332,220,2025-10-25 00:46:09,231.52,Headphones
3333,220,2025-10-18 04:33:46,203.99,Monitor
3334,220,2025-06-30 14:23:54,218.26,Mouse
3335,220,2025-08-22 01:33:02,289.97,Keyboard
3336,220,2025-02-15 20:20:12,134.72,Phone
3337,220,2025-02-05 00:55:42,75.82,Phone
3338,220,2025-04-08 04:11:02,154.57,Speaker
3339,220,2025-09-06 10:59:59,182.27,Charger
3340,221,2025-02-03 10:29:09,237.97,Charger
3341,221,2025-04-11 13:23:15,174.82,Webcam
3342,222,2025-04-19 14:02:25,221.93,Keyboard
3343,222,2025-09-03 18:24:44,404.21,Keyboard
3344,222,2025-07-30 07:40:32,143.78,Laptop
3345,222,2025-01-23 05:33:15,97.99,Headphones
3346,222,2025-06-05 03:21:40,140.16,Phone
3347,222,2025-10-20 00:21:54,185.96,Phone
3348,222,2025-02-20 18:23:29,154.31,Speaker
3349,222,2025-09-03 07:38:16,261.27,Phone
3350,222,2025-12-28 20:26:04,395.08,Headphones
3351,222,2025-06-12 10:00:00,58.22,Phone
3352,222,2025-08-06 04:29:55,186.52,Speaker
3353,222,2026-01-04 10:15:08,108.15,Headphones
3354,222,2025-12-08 10:04:16,340.8,Monitor
3355,222,2025-03-25 05:09:01,158.33,Monitor
3356,222,2025-06-23 16:53:21,103.41,Charger
3357,223,2025-04-13 02:07:38,499.22,Speaker
3358,223,2025-03-20 14:01:00,457.07,Laptop
3359,223,2025-08-16 16:54:54,387.34,Monitor
3360,223,2025-01-23 07:23:45,412.93,Mouse
3361,223,2026-01-10 21:10:40,473.45,Charger
3362,224,2025-09-21 05:17:20,331.1,Webcam
3363,224,2025-11-05 11:50:18,330.5,Tablet
3364,224,2025-09-19 07:43:48,434.08,Headphones
3365,224,2025-05-09 17:53:14,121.19,Headphones
3366,224,2025-05-03 14:53:46,242.47,Speaker
3367,224,2025-08-24 11:38:01,297.63,Speaker
3368,224,2025-06-14 19:37:25,381.23,Webcam
3369,224,2025-08-06 20:37:57,176.92,Phone
3370,224,2025-06-20 07:13:27,163.41,Headphones
3371,224,2025-03-23 12:55:24,220.11,Mouse
3372,224,2025-12-10 15:59:51,112.7,Webcam
3373,224,2025-04-08 17:48:22,427.94,Laptop
3374,224,2025-11-09 08:16:37,193.6,Charger
3375,224,2025-09-13 10:18:16,438.14,Monitor
3376,224,2025-04-29 23:34:32,472.24,Laptop
3377,224,2025-05-30 08:31:21,254.9,Keyboard
3378,224,2025-04-06 11:37:14,176.51,Mouse
3379,224,2025-05-27 11:17:30,218.6,Mouse
3380,224,2026-01-04 04:11:10,383.79,Speaker
3381,224,2025-05-01 13:27:04,156.82,Charger
3382,224,2025-06-21 22:29:20,21.39,Laptop
3383,224,2025-03-07 17:36:45,461.85,Tablet
3384,224,2025-09-30 01:38:26,488.85,Keyboard
3385,224,2025-05-11 06:50:23,288.41,Charger
3386,224,2025-07-14 20:34:13,457.74,Charger
3387,225,2025-01-31 15:29:16,201.53,Mouse
3388,225,2025-07-12 11:39:19,110.06,Mouse
3389,225,2025-09-11 18:41:07,41.22,Mouse
3390,225,2025-09-30 10:27:28,102.29,Phone
3391,225,2025-10-08 08:57:05,171.13,Webcam
3392,225,2025-08-07 05:15:31,323.11,Monitor
3393,225,2025-11-15 11:57:53,55.69,Phone
3394,225,2025-06-27 00:12:07,340.69,Tablet
3395,225,2025-04-09 21:48:25,25.71,Charger
3396,225,2025-04-02 05:38:56,249.42,Tablet
3397,225,2025-03-05 05:16:08,107.51,Mouse
3398,225,2025-02-05 15:11:22,149.07,Headphones
3399,225,2025-06-19 22:12:15,152.64,Speaker
3400,225,2025-11-28 22:38:19,44.29,Laptop
3401,225,2025-03-02 21:40:53,190.64,Laptop
3402,225,2025-11-04 22:24:43,94.19,Mouse
3403,225,2026-01-17 19:51:30,201.64,Phone
3404,225,2025-12-25 23:20:38,73.28,Mouse
3405,225,2025-04-10 07:03:49,244.34,Phone
3406,225,2025-04-08 04:21:14,200.61,Headphones
3407,225,2025-11-11 12:21:33,73.67,Headphones
3408,225,2025-08-29 21:36:13,161.78,Webcam
3409,225,2025-11-02 04:08:02,87.8,Charger
3410,225,2025-11-06 15:58:44,470.19,Charger
3411,225,2025-05-16 10:08:03,109.46,Webcam
3412,225,2025-12-09 22:21:24,144.97,Laptop
3413,225,2025-10-15 07:49:25,495.63,Webcam
3414,225,2025-10-09 06:56:52,41.35,Mouse
3415,226,2025-04-13 16:42:20,405.71,Speaker
3416,226,2025-12-30 19:05:11,171.16,Charger
3417,226,2025-09-07 20:27:22,440.83,Webcam
3418,226,2025-12-04 01:53:59,236.72,Laptop
3419,226,2025-05-18 06:30:30,371.27,Monitor
3420,226,2025-06-09 15:04:42,326.69,Webcam
3421,226,2025-07-19 13:37:48,179.92,Monitor
3422,226,2025-02-10 13:37:54,201.63,Tablet
3423,226,2025-09-29 01:06:12,213.38,Tablet
3424,226,2025-09-20 14:43:43,450.98,Mouse
3425,226,2025-04-19 16:52:27,234.34,Tablet
3426,226,2025-08-28 14:16:57,352.28,Phone
3427,226,2026-01-01 04:12:55,202.84,Laptop
3428,226,2025-12-29 21:54:44,127.45,Tablet
3429,226,2025-12-14 01:27:30,144.15,Speaker
3430,226,2025-04-28 10:47:58,153.03,Phone
3431,226,2025-04-14 15:40:06,352.04,Headphones
3432,226,2025-08-06 22:40:51,455.28,Mouse
3433,226,2025-01-29 16:50:17,496.27,Speaker
3434,226,2025-05-20 19:22:53,69.4,Keyboard
3435,227,2025-01-25 06:05:46,380.14,Speaker
3436,227,2025-04-14 12:06:11,385.6,Keyboard
3437,227,2025-12-08 15:12:09,210.95,Tablet
3438,228,2025-03-31 17:10:41,111.61,Laptop
3439,228,2025-12-20 14:00:26,236.46,Phone
3440,228,2025-05-30 03:21:41,323.04,Webcam
3441,228,2025-04-10 14:14:09,196.77,Mouse
3442,228,2025-08-02 11:25:51,429.33,Mouse
3443,228,2025-10-27 01:14:10,28.51,Monitor
3444,228,2025-06-20 08:38:25,66.19,Tablet
3445,228,2025-10-27 01:29:22,170.28,Webcam
3446,228,2025-05-27 14:05:40,247.53,Phone
3447,229,2025-07-17 06:40:50,278.73,Headphones
3448,229,2025-06-21 04:59:03,359.65,Webcam
3449,229,2025-09-11 04:11:34,78.73,Monitor
3450,230,2025-11-09 05:21:40,89.07,Laptop
3451,230,2025-03-25 15:11:56,307.42,Tablet
3452,230,2026-01-13 01:32:38,154.13,Speaker
3453,230,2025-07-30 09:42:00,373.31,Tablet
3454,230,2025-07-25 22:27:00,48.02,Laptop
3455,230,2025-08-26 06:12:09,341.92,Tablet
3456,230,2025-09-09 04:54:46,225.92,Tablet
3457,230,2025-05-11 06:28:26,116.17,Laptop
3458,230,2025-11-25 04:51:21,447.42,Speaker
3459,230,2025-10-06 12:00:23,115.92,Laptop
3460,230,2025-12-19 10:03:17,419.89,Speaker
3461,230,2026-01-19 16:03:13,324.1,Phone
3462,230,2025-04-26 23:14:57,201.4,Monitor
3463,230,2025-02-19 14:51:53,227.55,Charger
3464,230,2025-09-16 19:52:37,12.29,Mouse
3465,230,2025-03-03 02:38:23,385.89,Headphones
3466,230,2025-12-29 22:12:36,193.58,Headphones
3467,230,2025-01-20 13:24:46,107.99,Laptop
3468,230,2025-12-17 14:27:22,216.62,Laptop
3469,230,2025-02-01 13:41:38,175.19,Headphones
3470,230,2025-09-17 22:58:01,343.18,Phone
3471,230,2025-02-08 21:11:04,118.08,Phone
3472,230,2025-12-19 08:15:19,400.49,Tablet
3473,230,2025-01-24 19:23:31,364.77,Laptop
3474,230,2025-05-06 22:54:38,213.68,Phone
3475,230,2026-01-16 16:36:13,409.66,Keyboard
3476,230,2025-01-20 10:58:40,285.41,Headphones
3477,231,2025-05-18 07:12:58,111.49,Speaker
3478,231,2025-07-12 07:09:18,203.58,Mouse
3479,231,2025-06-17 13:59:24,69.19,Headphones
3480,231,2025-10-30 11:18:54,61.88,Keyboard
3481,231,2025-08-29 02:04:00,95.07,Mouse
3482,231,2025-03-23 09:25:04,330.46,Laptop
3483,231,2025-02-27 05:09:49,200.7,Webcam
3484,231,2025-02-10 05:53:53,117.85,Monitor
3485,231,2025-06-12 09:21:42,328.47,Keyboard
3486,231,2025-04-14 01:42:41,31.53,Headphones
3487,231,2025-09-28 05:55:18,211.44,Charger
3488,231,2025-04-04 13:08:19,254.79,Phone
3489,231,2025-07-03 19:04:45,359.14,Charger
3490,231,2025-11-04 13:23:59,94.01,Phone
3491,231,2025-12-26 19:56:44,303.93,Mouse
3492,231,2025-06-14 05:49:57,342.17,Tablet
3493,231,2025-02-19 00:11:17,172.7,Keyboard
3494,231,2025-05-09 04:28:47,489.23,Webcam
3495,231,2025-07-01 14:09:02,43.08,Laptop
3496,231,2025-10-01 07:07:30,308.18,Charger
3497,232,2025-01-29 03:37:17,197.36,Headphones
3498,232,2025-05-15 23:30:36,256.68,Laptop
3499,232,2025-11-15 15:56:42,123.98,Charger
3500,232,2025-02-03 01:02:43,381.88,Phone
3501,232,2026-01-04 09:43:07,161.34,Mouse
3502,232,2025-03-08 02:05:01,381.05,Charger
3503,232,2025-05-17 18:12:02,48.9,Tablet
3504,232,2025-03-16 12:54:58,193.52,Monitor
3505,232,2025-05-02 11:40:12,108.99,Mouse
3506,232,2025-07-16 21:45:49,110.15,Laptop
3507,232,2026-01-16 16:17:23,126.65,Charger
3508,232,2026-01-17 12:02:54,494.39,Webcam
3509,232,2025-12-31 01:42:08,372.24,Keyboard
3510,232,2025-11-27 08:37:08,75.79,Keyboard
3511,232,2026-01-10 15:15:46,325.37,Laptop
3512,233,2025-04-09 22:30:52,397.97,Mouse
3513,233,2025-03-08 04:23:59,327.54,Monitor
3514,233,2026-01-12 12:22:40,377.77,Headphones
3515,233,2025-09-24 17:27:17,425.0,Keyboard
3516,233,2025-11-05 11:54:01,177.94,Headphones
3517,233,2025-10-12 05:59:33,274.26,Headphones
3518,233,2025-11-24 07:58:18,402.71,Headphones
3519,233,2025-02-01 05:56:09,307.95,Mouse
3520,233,2025-12-28 07:47:31,265.52,Tablet
3521,233,2026-01-17 00:50:23,226.76,Laptop
3522,233,2026-01-17 10:09:41,41.66,Webcam
3523,233,2025-07-24 12:14:10,44.29,Headphones
3524,233,2025-03-29 06:06:18,35.53,Tablet
3525,233,2025-01-26 00:35:08,469.75,Tablet
3526,233,2025-03-05 04:16:27,54.96,Charger
3527,233,2025-02-22 21:21:19,278.94,Headphones
3528,233,2025-10-28 22:35:57,125.79,Phone
3529,234,2025-04-21 15:24:37,365.24,Monitor
3530,234,2025-07-16 06:04:35,90.44,Headphones
3531,234,2025-12-24 05:56:11,130.01,Tablet
3532,234,2025-12-30 17:06:32,306.87,Monitor
3533,234,2025-09-02 14:48:10,149.82,Webcam
3534,234,2025-10-17 08:00:00,484.19,Headphones
3535,234,2025-08-24 22:39:06,143.21,Webcam
3536,234,2025-05-06 12:41:16,49.21,Keyboard
3537,234,2025-05-05 08:05:41,205.14,Tablet
3538,234,2025-01-29 05:09:14,240.65,Mouse
3539,234,2025-10-20 10:10:31,257.59,Mouse
3540,234,2025-08-27 04:34:46,382.56,Webcam
3541,234,2025-07-25 18:15:01,19.71,Mouse
3542,234,2025-02-14 00:44:15,219.42,Phone
3543,235,2025-10-31 12:20:55,454.16,Monitor
3544,235,2025-10-16 02:56:49,301.64,Tablet
3545,235,2025-03-20 23:42:03,280.9,Tablet
3546,235,2025-04-14 03:16:02,136.07,Webcam
3547,235,2025-02-14 18:12:13,159.87,Monitor
3548,235,2025-06-23 20:13:15,193.82,Charger
3549,235,2025-10-10 18:29:13,245.61,Keyboard
3550,235,2025-06-16 00:44:44,76.96,Webcam
3551,235,2025-02-01 01:33:36,105.9,Headphones
3552,235,2025-02-03 21:15:23,12.05,Speaker
3553,235,2025-08-01 15:12:42,367.88,Keyboard
3554,235,2025-07-07 09:57:55,250.81,Mouse
3555,235,2025-12-08 23:15:20,470.74,Keyboard
3556,235,2025-07-20 07:32:34,198.18,Monitor
3557,235,2025-06-29 14:57:43,324.11,Charger
3558,235,2025-03-29 10:13:15,44.9,Laptop
3559,235,2025-01-25 14:33:57,496.31,Phone
3560,235,2025-09-01 10:41:19,198.56,Charger
3561,235,2026-01-03 23:20:21,89.56,Mouse
3562,235,2025-02-06 13:18:48,478.98,Keyboard
3563,235,2025-10-02 10:56:18,259.71,Webcam
3564,235,2025-02-13 22:11:14,321.14,Keyboard
3565,235,2025-11-15 07:27:26,351.26,Mouse
3566,235,2025-12-26 19:18:15,463.99,Headphones
3567,235,2025-05-09 12:20:55,128.75,Laptop
3568,236,2025-10-23 03:39:11,408.43,Laptop
3569,236,2025-05-09 19:17:56,351.76,Tablet
3570,236,2025-10-26 15:15:04,138.05,Webcam
3571,236,2025-07-25 13:05:18,472.69,Tablet
3572,236,2025-04-09 04:10:39,134.6,Charger
3573,236,2025-11-27 21:31:17,293.39,Tablet
3574,236,2025-05-04 06:09:39,16.05,Phone
3575,236,2025-01-29 22:26:02,325.75,Mouse
3576,236,2025-10-08 03:19:24,204.86,Charger
3577,236,2025-05-06 01:45:47,487.33,Phone
3578,236,2025-12-25 02:26:23,264.08,Headphones
3579,236,2025-04-03 11:49:37,439.24,Tablet
3580,236,2025-04-21 15:33:23,416.58,Monitor
3581,236,2025-10-15 07:07:41,349.0,Speaker
3582,236,2025-07-13 10:27:02,484.16,Mouse
3583,236,2025-12-01 03:56:07,297.18,Mouse
3584,236,2025-01-21 05:03:05,378.71,Phone
3585,236,2025-09-29 23:01:37,63.54,Charger
3586,236,2025-02-06 14:08:47,390.58,Keyboard
3587,236,2025-12-25 16:41:39,408.97,Monitor
3588,236,2025-08-27 04:24:19,376.88,Mouse
3589,236,2025-12-10 21:18:42,352.51,Laptop
3590,236,2025-12-19 06:41:30,493.64,Webcam
3591,236,2025-07-08 12:35:39,10.77,Phone
3592,236,2025-08-25 12:37:43,389.13,Mouse
3593,236,2025-10-20 10:49:47,267.23,Monitor
3594,236,2025-07-29 04:17:48,369.19,Tablet
3595,236,2025-11-24 00:31:36,96.44,Tablet
3596,236,2025-04-20 08:49:13,354.98,Headphones
3597,236,2025-10-25 08:28:44,248.37,Speaker
3598,237,2025-12-15 23:04:40,230.82,Headphones
3599,237,2025-11-04 19:43:59,100.96,Laptop
3600,237,2025-02-07 19:42:23,377.46,Headphones
3601,237,2025-05-11 17:25:20,137.08,Mouse
3602,238,2025-06-10 19:56:22,317.15,Charger
3603,238,2025-02-23 18:59:10,63.51,Tablet
3604,238,2025-09-09 17:06:39,49.11,Phone
3605,238,2025-06-12 02:20:49,195.09,Monitor
3606,238,2025-07-16 15:31:02,41.49,Laptop
3607,238,2025-12-05 04:30:00,296.97,Webcam
3608,238,2025-07-22 22:40:38,247.75,Phone
3609,238,2025-08-19 22:50:35,14.66,Monitor
3610,238,2025-03-25 02:29:56,378.38,Laptop
3611,238,2025-06-14 09:59:39,336.01,Laptop
3612,238,2025-10-03 05:29:55,57.45,Speaker
3613,238,2026-01-05 16:28:09,397.98,Mouse
3614,238,2025-06-13 15:23:52,305.46,Monitor
3615,238,2025-10-29 11:33:03,466.74,Webcam
3616,238,2025-08-22 10:48:21,380.89,Charger
3617,239,2025-08-18 11:12:12,174.91,Keyboard
3618,239,2025-03-18 00:52:18,499.73,Headphones
3619,239,2025-05-25 00:08:05,471.09,Mouse
3620,239,2025-11-01 23:24:11,195.43,Laptop
3621,239,2025-09-25 17:43:46,487.9,Keyboard
3622,239,2025-06-04 03:11:07,405.07,Laptop
3623,239,2025-06-27 12:25:11,233.89,Mouse
3624,239,2025-03-29 00:20:22,365.36,Tablet
3625,239,2025-09-02 18:51:19,22.58,Phone
3626,239,2025-06-25 11:44:34,435.81,Monitor
3627,239,2025-06-13 23:12:18,476.02,Headphones
3628,239,2025-07-21 00:09:27,190.53,Charger
3629,239,2025-06-04 09:14:17,346.23,Webcam
3630,239,2025-11-14 10:46:03,262.31,Headphones
3631,240,2025-05-14 00:43:00,493.23,Keyboard
3632,241,2025-03-18 18:55:49,320.55,Laptop
3633,242,2025-12-02 16:02:22,370.55,Webcam
3634,242,2025-10-08 16:30:57,124.44,Webcam
3635,242,2025-11-08 08:51:40,206.08,Charger
3636,242,2025-12-31 20:58:09,399.04,Keyboard
3637,242,2025-07-31 12:03:46,219.68,Webcam
3638,242,2025-10-09 20:58:10,493.57,Phone
3639,242,2025-08-19 01:11:56,369.8,Monitor
3640,242,2025-06-27 20:06:04,307.52,Tablet
3641,242,2025-06-09 09:23:51,436.23,Charger
3642,242,2025-07-07 02:43:50,394.58,Speaker
3643,242,2025-02-23 00:37:13,25.56,Webcam
3644,242,2025-09-11 07:21:06,400.44,Monitor
3645,242,2025-04-28 18:53:14,417.85,Speaker
3646,242,2025-12-30 01:33:55,493.74,Webcam
3647,242,2025-03-14 21:48:04,92.35,Webcam
3648,242,2025-05-29 16:50:53,477.98,Webcam
3649,242,2026-01-14 13:53:45,334.69,Headphones
3650,242,2025-06-08 17:55:26,129.24,Tablet
3651,242,2025-09-28 03:03:04,379.09,Phone
3652,242,2025-07-20 15:29:55,61.68,Laptop
3653,242,2025-07-14 12:21:31,88.52,Keyboard
3654,242,2025-11-09 03:54:48,452.3,Monitor
3655,242,2025-08-17 20:42:27,117.98,Monitor
3656,242,2025-12-21 03:26:50,336.31,Phone
3657,242,2025-10-11 16:05:46,336.08,Speaker
3658,242,2025-03-25 06:03:14,320.44,Webcam
3659,243,2025-12-31 23:52:32,399.81,Keyboard
3660,243,2025-02-06 01:24:06,437.25,Charger
3661,243,2025-06-02 20:06:37,385.51,Charger
3662,244,2025-08-05 02:26:25,325.55,Mouse
3663,244,2026-01-12 02:03:12,455.98,Mouse
3664,244,2025-12-20 07:58:54,330.42,Speaker
3665,245,2025-09-20 04:53:49,224.11,Headphones
3666,245,2025-03-17 18:51:28,119.54,Phone
3667,245,2025-09-10 00:02:25,152.58,Phone
3668,245,2025-06-02 03:17:49,53.68,Charger
3669,245,2025-08-18 06:01:16,469.23,Phone
3670,245,2025-09-23 04:03:25,290.69,Tablet
3671,245,2025-12-09 13:48:48,428.13,Mouse
3672,245,2025-11-05 16:52:18,292.69,Laptop
3673,245,2025-03-23 08:51:56,162.29,Charger
3674,245,2025-12-16 23:41:47,272.45,Mouse
3675,245,2025-11-26 15:38:39,490.13,Keyboard
3676,245,2025-08-31 06:05:31,387.93,Tablet
3677,245,2025-03-15 15:19:19,264.68,Charger
3678,245,2025-12-03 10:58:02,299.48,Phone
3679,245,2025-11-24 03:27:13,203.7,Speaker
3680,245,2025-04-10 09:12:13,427.66,Keyboard
3681,245,2025-12-06 17:30:55,80.9,Monitor
3682,245,2025-10-16 16:07:11,420.24,Webcam
3683,245,2025-06-23 09:08:27,343.19,Tablet
3684,245,2025-02-21 04:47:35,304.72,Tablet
3685,245,2025-12-06 05:56:16,376.06,Laptop
3686,245,2025-07-02 04:01:45,303.45,Monitor
3687,245,2025-12-28 11:49:22,256.17,Phone
3688,245,2025-03-04 21:41:10,143.99,Charger
3689,245,2025-08-03 04:07:25,244.36,Headphones
3690,245,2025-08-19 17:18:23,252.56,Mouse
3691,245,2025-02-05 18:09:24,38.82,Keyboard
3692,245,2025-08-10 05:37:19,84.82,Headphones
3693,246,2025-03-01 18:31:05,369.0,Headphones
3694,246,2025-08-31 22:36:29,353.2,Laptop
3695,246,2025-01-22 00:32:58,462.35,Tablet
3696,246,2025-04-29 09:01:31,429.82,Mouse
3697,246,2026-01-18 09:06:35,156.56,Tablet
